Key,fr-fr,sv,de,es-es,es-es-female,ru,ru-female,uk,uk-female,zh-hans,ja,pt-br,pt-br-female
introspection_close_text,Appuyez n'importe où pour fermer,Tryck var som helst för att stänga,Kapatmak için herhangi bir yere tıklayın,Pulsa para cerrar,,"Нажмите куда угодно, чтобы закрыть",,"Натисніть будь-де, щоб закрити",,按任意位置关闭,いずれかのキーを押して閉じる,Pressione em qualquer lugar para fechar,
introspection_close_text_gp,AUppuyez sur A pour femer,Tryck på A för att stänga,Kapatmak için A ya tıklayın,Pulsa A para cerrar,,"Нажмите А, чтобы закрыть",,"Натисніть А, щоб закрити",,按A关闭,Aを押して閉じる,Pressione A para fechar,
not_enough_gas_title,Carburant Presque Vide,Låg bensin,Benzin az,Estás en reserva,,Мало топлива,,Мало пального,,油量告急,ガソリン不足,Pouco combustível,
not_enough_gas_desc,Pas assez de gas,För lite gas,Yeterince gas yok,gas insuficiente,,Закончилось gas,,Недостатньо пального,,gas不足,gasが足りません,Não tem gas suficiente,
gp_title,Pédale d'Accélérateur,Gaspedal,Gaz Pedalı,Acelerador,,Педаль газа,,Педаль газу,,油门,アクセルペダル,Pedal do Acelerador,
gp_event,"Appuyez une fois pour passer votre tour. Maintenir pour échapper à l'imprévu en cours, prenez les dégâts de la threat restante. ",Tryck en gång för att hoppa över din tur. Håll nere för att skippa eventet och ta skadan från threat som är kvar.,Sıranızı atlamak için bir kez basın. Mevcut olaydan çıkmak ve kalan threat hasarını almak için basılı tutun.,"Pulsa una vez para saltar tu turno. Mantén pulsado para escapar del evento actual, recibiendo el daño de threat restante.",,"Нажмите один раз, чтобы пропустить ход. Удерживайте, чтобы сбежать. Каждая threat атакует вас.",,"Натисніть, щоби пропустити хід. Утримуйте, щоб утекти з події, але кожна threat завдасть вам шкоди.",,单击跳过己方回合。长按逃离当前事件，承受剩余threat伤害。,1回押すとプレイヤーフェイズをスキップします。長押しすると発生中のイベントから脱出できますが、残っているthreatからダメージを受けます。,"Pressione uma vez para pular a sua vez. Segure para fugir do evento atual, recebendo o dano da threat restante.",
gp_normal,Utilisez pendant les imprévus pour fuir ou passer la phase joueur.,Använd under event för att skippa eventet eller hoppa över spelfasen.,Olaylar sırasında kaçmak veya oyuncu aşamasını atlamak için kullanılır.,Úsalo durante los eventos para escapar u omitir la fase del jugador.,,"Жмите в событиях, чтобы смыться или пропустить фазу игрока.",,"Використовуйте під час подій, щоб утекти або пропустити фазу гравця.",,在事件中使用，可以逃跑或跳过玩家回合。,使用するとイベントから脱出したり、プレイヤーフェイズをスキップできます。,Use durante os eventos para fugir ou para pular a fase do jogador.,
bp_title,Pédale de frein,Bromspedal,Fren Pedalı,Freno,,Педаль тормоза,,Педаль гальма,,刹车,ブレーキペダル,Pedal de Freio,
bp_desc,Appuyez pour fermer tout les menus ouverts et mettre le jeu en pause.,Tryck för att stänga alla öppna menyer och pausa spelet.,Herhangi bir açık menüyü kapatmak ve oyunu duraklatmak için basın.,Púlsalo para cerrar cualquier menú abierto y pausar el juego.,,"Нажмите, чтобы закрыть любое открытое меню и приостановить игру.",,"Натисніть, щоб закрити будь-яке відкрите меню й призупинити гру.",,踩下刹车，即可关闭任何已打开的菜单并暂停游戏。,踏むことで開いているメニューを閉じたり、ゲームを一時停止できます,Pressione para fechar qualquer menu aberto e pausar o jogo.,
top_close_button_title,Fermer,Stäng,Kapat,Cerrar,,Закрыть,,Закрити,,关闭,閉じる,Fechar,
top_close_button_desc,Fermer le menu actif,Stänger aktiv meny,Açık menüyü kapatır,Cierra el menú activo,,Закрывает активное меню,,Закриває активне меню,,关闭已打开的菜单。,開いているメニューを閉じます,Fecha o menu ativo,
threat_desc_title,Menace,Hot,Tehdit,Amenaza,,Угроза,,Загроза,,危机,脅威,Ameaça,
threat_desc,Chaque threat représente une de vos ressources et infligera du dégât à cette même ressource durant une attaque. Éliminez chaque threat pour compléter un imprévu de la route.,Varje threat representerar en av dina resurser och kommer att skada den resursen vid attack. Ta bort alla threat för att klara ett väg-event.,"Her threat, kaynaklarınızdan birini temsil eder ve saldırı sırasında o kaynağa zarar verir. Yol etkinliğini tamamlamak için tüm threat ortadan kaldırın.",Cada threat representa uno de tus recursos y dañará ese recurso al atacar. Elimina toda threat para completar un evento de carretera.,,"Каждая угроза представляет один из ваших ресурсов и наносит ему урон при атаке. Чтобы завершить событие, нужно устранить все угрозы.",,"Кожна загроза відповідає одному з ваших ресурсів і завдаватиме йому шкоди в разі атаки. Щоб завершити дорожню подію, треба усунути всі загрози.",,每个threat代表你拥有的一种资源，会在受到攻击时造成损耗。消除所有threat以通关道路事件。,各threatはいずれかのリソースに対応しており、攻撃時にそのリソースにダメージを与えます。道中イベントをクリアするには、すべてのthreatを除去する必要があります,Cada threat representa um de seus recursos e irá danificar aquele recurso ao atacar. Remova toda a threat para concluir o evento de estrada.,
armor_desc_title,Armure,Rustning,Zırh,Armadura,,Броня,,Захист,,护甲,アーマー,Armadura,
armor_desc,Vous protège d'une attaque pendant un imprévu de la route. Disparaît après l'imprévu.,Skyddar dig från en attack vid ett väg-event. Förvinner efter eventet.,Yol olayı sırasında sizi hasarlara karşı korur. Olaydan sonra kaybolur.,Te protege de un ataque durante un evento de carretera. Desaparece tras el evento.,,Защищает вас от одной атаки в дорожном событии. Исчезает после него.,,Захищає від одної атаки під час дорожньої події. Зникає після її завершення.,,可以在道路事件中抵御一次攻击。事件结束后就会消失。,道中イベント中、1回分の攻撃を防ぎます。イベント終了時に消えます,Protege você de um ataque durante um evento de estrada. Desaparece após o evento.,
exhausted_desc_title,Épuisé,Slutkörd,Tükenmiş,Exhausta,,Израсходованный,,Вичерпане,,枯竭,枯渇,Esgotado,
exhausted_desc,Une compétence sans utilisations restantes.,En skill som inte har några användningar kvar.,Bu yeteneğin kullanım hakkı kalmadı.,Una habilidad a la que no le quedan usos.,,У навыка закончились использования.,,Уміння без застосувань.,,代表技能次数已用尽。,使用回数が残っていないスキルです,Uma habilidade sem usos restantes.,
locked_skill_hover,[#E4ACF1]Clic droit pour voir les détails.[/color] Cette compétence est vérouillée et coûte % points de compétence pour être déverrouillée. Cliquez et maintenez pour déverouiller.,[#E4ACF1]Högerklicka för att se detaljer.[/color] Den här skillen är låst och kostar % skillpoäng att låsa upp. Klicka och håll ner för att låsa upp.,[#E4ACF1]Detaylar için sağ tıkla.[/color] Bu yetenek kilitli ve karşılığı % Yetenek Puanı. Açmak için basılı tut.,[#E4ACF1]Clic derecho para ver detalles.[/color] Esta habilidad está bloqueada y requiere % puntos de habilidad para desbloquearla. Haz click y mantén pulsado para desbloquear.,,"[#E4ACF1]Щёлкните ПКМ для просмотра информации.[/color] Этот навык закрыт, его открытие стоит % очков навыка. Щёлкните и удерживайте, чтобы снять замок.",,"[#E4ACF1]Клацніть правою кнопкою, щоб переглянути інформацію.[/color] Це вміння заблоковано й потребує % од. умінь для розблокування. Натисніть і утримуйте, щоб розблокувати його.",,[#E4ACF1]右击查看详情。[/color]本技能已锁定，解锁需要 % 技能点。左击长按解锁。,[#E4ACF1]右クリックで詳細を表示。[/color]このスキルはロックされており、%スキルポイントでアンロックできます。クリック長押しでアンロックします。,[#E4ACF1]Clique com o direito para ver os detalhes.[/color] Esta habilidade está bloqueada e custa % pontos de habilidade para ser desbloqueada. Clique e segure para desbloquear.,
locked_skill_hover_gp,"[#E4ACF1]Appuyez sur [spr_gp_icon_face4,0] pour voir les détails.[/color] Cette compétence est vérouillée et coûte % points de compétence pour être déverouillée. Maintenir [spr_gp_icon_face1,0] pour dévérouiller.","[#E4ACF1]Tryck [spr_gp_icon_face4,0] för att se detaljer.[/color] Den här skillen är låst och kostar % skillpoäng att låsa upp. Håll nere [spr_gp_icon_face1,0] för att låsa upp.","[#E4ACF1]Detayları görmek için [spr_gp_icon_face4,0] Tıkla.[/color] Bu yetenek kilitli ve karşılığı % Yetenek Puanı. Açmak için [spr_gp_icon_face1,0] basılı tut.","[#E4ACF1]Pulsa [spr_gp_icon_face4,0] para ver los detalles.[/color] Esta habilidad está bloqueada y cuesta % puntos de habilidad. Mantén [spr_gp_icon_face1,0] para desbloquear.",,"[#E4ACF1]Нажмите [spr_gp_icon_face4,0] для просмотра информации.[/color] Этот навык закрыт, его открытие стоит % очков навыка. Удерживайте [spr_gp_icon_face1,0], чтобы снять замок.",,"[#E4ACF1]Натисніть [spr_gp_icon_face4,0], щоб переглянути інформацію.[/color] Це вміння заблоковано й потребує % од. умінь для розблокування. Утримуйте [spr_gp_icon_face1,0], щоб розблокувати його.",,"[#E4ACF1]按 [spr_gp_icon_face4,0] 查看详情。[/color]本技能已锁定，解锁需要 % 技能点。长按 [spr_gp_icon_face1,0] 解锁。","[#E4ACF1][spr_gp_icon_face4,0]を押すと詳細を表示。[/color]このスキルはロックされており、%スキルポイントでアンロックできます。[spr_gp_icon_face1,0]長押しでアンロックします。","[#E4ACF1]Pressione [spr_gp_icon_face4,0] para ver os detalhes.[/color] Esta habilidade está bloqueada e custa % pontos de habilidade para ser desbloqueada. Segure [spr_gp_icon_face1,0] para desbloquear.",
owned_skill_hover,[#E4ACF1]Clic droit pour voir les détails.[/color] Faites glisser la compétence vers la barre de compétences en haut pour l'équiper.,[#E4ACF1]Högerklicka för att se detaljer.[/color] Dra skill till skillbaren längst upp för att använda den här skillen.,[#E4ACF1]Detaylar için sağ tıkla.[/color] Bu yeteneği kuşanmak için yeteneği üst taraftaki yetenek çubuğuna sürükleyin.,[#E4ACF1]Clic derecho para ver detalles.[/color] Arrastra la habilidad a la barra de habilidades en la parte superior para equiparla.,,"[#E4ACF1]Щёлкните ПКМ для просмотра информации.[/color] Перетащите навык на панель сверху, чтобы экипировать его.",,"[#E4ACF1]Клацніть правою кнопкою, щоб переглянути інформацію.[/color] Перетягніть уміння на верхню панель, щоби спорядити його.",,[#E4ACF1]右击查看详情。[/color]将技能拖动到上方技能栏，即可装备。,[#E4ACF1]右クリックで詳細を表示。[/color]上部のスキルバーにドラッグすれば、このスキルを装備できます。,[#E4ACF1]Clique com o direito para ver os detalhes.[/color] Arraste a habilidade até a barra de habilidades no topo para equipar esta habilidade.,
owned_skill_hover_gp,"[#E4ACF1]Appuyez sur [spr_gp_icon_face4,0] pour voir les détails.[/color] Move to the skill bar in the top to equip this skill. Déplacez vers la barre de compétences en haut pour équiper cette compétence.","[#E4ACF1]Tryck [spr_gp_icon_face4,0] för att se detaljer.[/color] Flytta till skillbaren längst upp för att använda den här skillen.","[#E4ACF1]Detayları görmek için [spr_gp_icon_face4,0] Tıkla.[/color] Bu yeteneği kuşanmak için yeteneği üst taraftaki yetenek çubuğuna sürükleyin.","[#E4ACF1]Pulsa [spr_gp_icon_face4,0] para ver los detalles.[/color] Mueve a la barra de habilidades en la parte superior para equipar esta habilidad.",,"[#E4ACF1]Нажмите [spr_gp_icon_face4,0] для просмотра информации.[/color] Перетащите навык на панель сверху, чтобы экипировать его.",,"[#E4ACF1]Натисніть [spr_gp_icon_face4,0], щоб переглянути інформацію.[/color] Перетягніть уміння на горішню панель, щоби спорядити його.",,"[#E4ACF1]按 [spr_gp_icon_face4,0] 查看详情。[/color]移动至上方技能栏，即可装备技能。","[#E4ACF1][spr_gp_icon_face4,0]を押すと詳細を表示。[/color]上部のスキルバーに移動させれば、このスキルを装備できます。","[#E4ACF1]Pressione [spr_gp_icon_face4,0] para ver os detalhes.[/color] Arraste a habilidade até a barra de habilidades no topo para equipar esta habilidade.",
unavailable_skill_hover,[#E4ACF1]Clic droit pour voir les détails.[/color] Cette compétence est vérouillée. Déverrouillez les compétences liées à celle-ci pour y accéder.,[#E4ACF1]Högerklicka för att se detaljer.[/color] Den här skillen är låst. Lås upp relaterade skills för att få tillgång till den.,[#E4ACF1]Detayları görmek için sağ tıklayın.[/color] Bu yetenek kilitli. Bu yeteneğe erişmek için yeteneğe bağlı yeteneklerin kilidini açın.,[#E4ACF1]Clic derecho para ver detalles.[/color] Esta habilidad está bloqueada. Desbloquea las habilidades conectadas a esta para acceder a ella.,,[#E4ACF1]Щёлкните ПКМ для просмотра информации.[/color] Этот навык закрыт. Сперва откройте предыдущие.,,"[#E4ACF1]Клацніть правою кнопкою, щоб переглянути інформацію.[/color] Це вміння заблоковане. Спершу розблокуйте пов'язані з ним уміння.",,[#E4ACF1]右击查看详情。[/color]本技能已锁定，需解锁相关前置技能方可使用。,[#E4ACF1]右クリックで詳細を表示。[/color]このスキルはロックされています。前提スキルをアンロックすれば、このスキルをアンロックできるようになります。,[#E4ACF1]Clique com o direito para ver os detalhes.[/color] Esta habilidade está bloqueada. Desbloqueie as habilidades conectadas a esta daqui para conseguir o seu acesso.,
